DA_Number,Detail_URL,Description,Submitted_Date,Decision,Categories,Property_Address,Applicant,Progress,Fees,Documents,Contact_Council
MA25/1355,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736537&propkey=3575, S4.55(2) Modification to DA2024/1760 - Amendment to design of the dwelling, 24/10/2025,Approved on 20/11/2025,Modification Application,"47 Orama Cr, ORIENT POINT",Designer Digs Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Modification Application Received|2025-10-21||2025-10-21|Past']",$1967,"MA25/1355 Designer Digs Pty Ltd - PAN-583366 - 47 Orama...
MA25/1355/3 Referrals - Designer Digs Pty Ltd - PAN-58336...
MA25/1355/4 Assessment - Designer Digs Pty Ltd - PAN-5833...
MA25/1355/1 Application - Designer Digs Pty Ltd - PAN-583...
  *D25/507945 Forms - Waste Management - 47 Orama Crescent ... 
  *D25/507956 Plans - MOD Chapter G12 Assessment table - 4... 
  *D25/507961 Report - MOD Chapter G6 Assessment table - 4... 
  *D25/507953 Plans - External Colour Schedule - 47 Orama C... 
  *D25/507952 Letter - Modification Cover Letter - 47 Orama... 
  *D25/507955 Plans - Site - 47 Orama Crescent ORIENT POIN... 
  *D25/507957 Plans - Notification - 47 Orama Crescent ORI... 
  *D25/507937 Certificate - NatHERS Stamp - V2 - Uploaded 2... 
  *D25/507936 Certificate - BASIX - V2 - Uploaded 23/10/25 ... 
  *D25/507939 Certificate - NatHERS Certificate - V2- Uploa... 
MA25/1355/2 Notification / Submissions - Designer Digs Pt...
MA25/1355/7 Post Determination - Designer Digs Pty Ltd - ...
MA25/1355/6 Determination - Designer Digs Pty Ltd - PAN-5...
  *D25/546589 Consolidated Consent - 47 Orama Crescent ORIE... 
  *D25/546816 Approved Plans (public ) - 47 Orama Crescent ... 
MA25/1355/8 Connected Documents - Designer Digs Pty Ltd -...
MA25/1355/5 Inspections - Designer Digs Pty Ltd - PAN-583...",Not required
MA25/1357,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736691&propkey=42858, S4.55(1A) to SF10953 - Delete condition 25, 24/10/2025,Approved on 02/12/2025,Modification Application,"53 Woollamia Rd, FALLS CREEK",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Modification Application Received|2025-10-23||2025-10-23|Past']",$274,"MA25/1357 Allen Price Pty Ltd - PAN-583982 - 53 Woollam...
MA25/1357/4 Assessment - Allen Price Pty Ltd - PAN-583982...
MA25/1357/6 Determination - Allen Price Pty Ltd - PAN-583...
  *D25/563415 Approval - Modified Consolidated Consent- 53 ... 
MA25/1357/1 Application - Allen Price Pty Ltd - PAN-58398...
  *D25/508572 Letter - Modification Letter - 53 Woollamia ... 
MA25/1357/7 Post Determination - Allen Price Pty Ltd - PA...
MA25/1357/3 Referrals - Allen Price Pty Ltd - PAN-583982 ...
MA25/1357/8 Connected Documents - Allen Price Pty Ltd - P...
MA25/1357/2 Notification / Submissions - Allen Price Pty ...
MA25/1357/5 Inspections - Allen Price Pty Ltd - PAN-58398...",Not required
DA25/2341,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736626&propkey=26369, Dwelling house and garage, 26/10/2025,UnderAss,Development Application,"8 Lurnea Av, BAWLEY POINT",Andrew Bell,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '22/10/2025|Development Application Received|2025-10-22||2025-10-22|Past']",$2501.24,"DA25/2341/2 Notification / Submissions - A Bell - PAN-583...
DA25/2341/1 Application - A Bell - PAN-583698 - 8 Lurnea ...
  *D25/508033 Forms - Waste Management - 8 Lurnea Avenue BA... 
  *D25/508050 Plans - Engineering - 8 Lurnea Avenue BAWLEY... 
  *D25/508038 Plans - Erosion and Sediment Control - 8 Lurn... 
  *D25/508051 Report - Biodiversity Offsets Scheme - 8 Lurn... 
  *D25/508042 Plans - Schedule of Colours, Materials and Fi... 
  *D25/508032 Certificate - BASIX - 8 Lurnea Avenue BAWLEY ... 
  *D25/508031 Certificate - NatHERS - 8 Lurnea Avenue BAWL... 
  *D25/508054 Report - Statement of Environmental Effects ... 
  *D25/508047 Plans - Site- V2 - Uploaded 24/10/25 - 8 Lurn... 
  *D25/508046 Plans - Notification - V2 - Uploaded 24/10/25... 
DA25/2341/6 Determination - A Bell - PAN-583698 - 8 Lurne...
DA25/2341 A Bell - PAN-583698 - 8 Lurnea Avenue BAWLEY ...
DA25/2341/5 Inspections - A Bell - PAN-583698 - 8 Lurnea ...
DA25/2341/3 Referrals - A Bell - PAN-583698 - 8 Lurnea Av...
DA25/2341/4 Assessment - A Bell - PAN-583698 - 8 Lurnea A...
DA25/2341/7 Post Determination - A Bell - PAN-583698 - 8 ...
DA25/2341/8 Connected Documents - A Bell - PAN-583698 - 8...",Not required
DA25/2327,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736476&propkey=116878, Single-storey dual occupancy (detached), 27/10/2025,AwaitInfo,Development Application,"19 Banool Cct, BOMADERRY",Martin Morris & Jones Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$3162.64,"DA25/2327/1 Application - Martin Morris & Jones Pty Ltd -...
  *D25/512777 Certificate - NatHERS - Dwelling 1 - 19 Banoo... 
  *D25/512778 Certificate - NatHERS - Dwelling 2 - 19 Banoo... 
  *D25/512776 Certificate - BASIX - Dwelling 2 - 19 Banool ... 
  *D25/512779 Certificate - BASIX - Dwelling 1 - 19 Banool ... 
  *D25/512793 Plans - Landscape - 19 Banool Circuit BOMADER... 
  *D25/512796 Report - Biodiversity Offsets Scheme - 19 Ban... 
  *D25/512782 Forms - Waste Management - 19 Banool Circuit ... 
  *D25/512789 Plans - Notification - 19 Banool Circuit BOMA... 
  *D25/512799 Report - Statement of Environmental Effects -... 
  *D25/512775 Certificate - NatHERS - Both Dwellings - 19 B... 
DA25/2327 Martin Morris & Jones Pty Ltd - PAN-582789 - ...
DA25/2327/2 Notification / Submissions - Martin Morris & ...
DA25/2327/8 Connected Documents - Martin Morris & Jones P...
DA25/2327/4 Assessment - Martin Morris & Jones Pty Ltd - ...
DA25/2327/6 Determination - Martin Morris & Jones Pty Ltd...
DA25/2327/3 Referrals - Martin Morris & Jones Pty Ltd - P...
DA25/2327/5 Inspections - Martin Morris & Jones Pty Ltd -...
DA25/2327/7 Post Determination - Martin Morris & Jones Pt...",Not required
DA25/2328,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736478&propkey=20290, Shed, 27/10/2025,Approved on 09/12/2025,Development Application,"16 George Av, KINGS POINT",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$752,"DA25/2328/5 Inspections - Garsh Developments Pty Ltd - PA...
DA25/2328/1 Application - Garsh Developments Pty Ltd - PA...
  *D25/510547 Forms - Waste Management - 16 George Avenue ... 
  *D25/510561 Report - Biodiversity Offset Scheme - 16 Geor... 
  *D25/510560 Report - Statement of Environmental Effects -... 
  *D25/510551 Plans - Notification - V3 - Uploaded 24/10/25... 
  *D25/510555 Plans - Site - 16 George Avenue KINGS POINT ... 
DA25/2328/4 Assessment - Garsh Developments Pty Ltd - PAN...
DA25/2328/3 Referrals - Garsh Developments Pty Ltd - PAN-...
DA25/2328/2 Notification / Submissions - Garsh Developmen...
DA25/2328 Garsh Developments Pty Ltd - PAN-583163 - 16 ...
DA25/2328/6 Determination - Garsh Developments Pty Ltd - ...
  *D25/574272 Appoved Plans (combined) 16 George Avenue KIN... 
  *D25/574265 Notice of Determination - DA2025 2328 - 16 Ge... 
DA25/2328/7 Post Determination - Garsh Developments Pty L...
DA25/2328/8 Connected Documents - Garsh Developments Pty ...",Not required
DA25/2336,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736561&propkey=20556, Two storey dwelling house, 27/10/2025,AwaitInfo,Development Application,"14 Highview Dr, DOLPHIN POINT",Masterton Homes,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '22/10/2025|Development Application Received|2025-10-22||2025-10-22|Past']",$3534.92,"DA25/2336 M Homes - PAN-583466 - 14 Highview Drive DOLP...
DA25/2336/7 Post Determination - M Homes - PAN-583466 - 1...
DA25/2336/3 Referrals - M Homes - PAN-583466 - 14 Highvie...
DA25/2336/2 Notification / Submissions - M Homes - PAN-58...
  *D25/544297 Submission - Attachment - Faganello, Denis - ... 
  *D25/544299 Submission - Attachment - Faganello, Denis - ... 
  *D25/544301 Submission - Attachment - Faganello, Denis - ... 
  *D25/545496 Submission - Attachment - Mr Denis Faganello ... 
DA25/2336/5 Inspections - M Homes - PAN-583466 - 14 Highv...
DA25/2336/6 Determination - M Homes - PAN-583466 - 14 Hig...
DA25/2336/1 Application - M Homes - PAN-583466 - 14 Highv...
  *D25/510643 Certificate - NatHERS - 14 Highview Drive DOL... 
  *D25/510702 Report - Biodiversity Offset Scheme - 14 High... 
  *D25/510708 Report - Statement of Environmental Effects -... 
  *D25/510663 Plans - Schedule of Colours, Materials and Fi... 
  *D25/510641 Certificate - BASIX - 14 Highview Drive DOLPH... 
  *D25/510658 Plans - Elevations - 14 Highview Drive DOLPHI... 
  *D25/510667 Plans - Sections - 14 Highview Drive DOLPHIN ... 
  *D25/510659 Plans - Perspectives View - 14 Highview Drive... 
  *D25/510660 Plans - Erosion and Sediment Control - 14 Hig... 
  *D25/510655 Plans - Landscape - 14 Highview Drive DOLPHIN... 
  *D25/510686 Plans - Shadow Diagrams - 14 Highview Drive D... 
  *D25/510682 Plans - Site - V2 - Uploaded 27/10/25 - 14 Hi... 
  *D25/510645 Forms - Waste Management - 14 Highview Drive... 
  *D25/510699 Plans - Notification - V3 - Uploaded 27/10/25... 
DA25/2336/4 Assessment - M Homes - PAN-583466 - 14 Highvi...
DA25/2336/8 Connected Documents - M Homes - PAN-583466 - ...",Not required
DA25/2346,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736682&propkey=96882, Demolition of existing structures and driveway. Construction of new single storey dwelling house and driveway., 27/10/2025,UnderAss,Development Application,"20 Greenbank Gr, CULBURRA BEACH",Hotondo South Coast Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Development Application Received|2025-10-23||2025-10-23|Past']",$3056.04,"DA25/2346/2 Notification / Submissions - Hotondo South Co...
DA25/2346/3 Referrals - Hotondo South Coast Pty Ltd - PAN...
DA25/2346/1 Application - Hotondo South Coast Pty Ltd - P...
  *D25/510435 Forms - Waste Management - V2 Uploaded 24/10/... 
  *D25/510442 Plans - Site - 20 Greenbank Grove CULBURRA B... 
  *D25/510429 Certificate - BASIX & NatHERS - 20 Greenbank ... 
  *D25/510449 Report - Biodiversity Offset Scheme - V2 - Up... 
  *D25/510448 Report - Statement of Environmental Effects -... 
  *D25/510440 Plans - Colour Schedule - 20 Greenbank Grove ... 
  *D25/510445 Plans - Notification - 20 Greenbank Grove CUL... 
  *D25/510446 Report - Bushfire Assessment - 20 Greenbank G... 
DA25/2346 Hotondo South Coast Pty Ltd - PAN-583973 - 20...
DA25/2346/8 Connected Documents - Hotondo South Coast Pty...
DA25/2346/5 Inspections - Hotondo South Coast Pty Ltd - P...
DA25/2346/4 Assessment - Hotondo South Coast Pty Ltd - PA...
DA25/2346/6 Determination - Hotondo South Coast Pty Ltd -...
DA25/2346/7 Post Determination - Hotondo South Coast Pty ...",Not required
DA25/2348,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736705&propkey=93019, Alterations and additions to a two storey dwelling, 27/10/2025,Approved on 24/11/2025,Development Application,"6 Silkwood Walk, CALLALA BEACH",Sharon Keeffe,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Development Application Received|2025-10-23||2025-10-23|Past']",$1482.92,"DA25/2348/1 Application - S Keeffe - PAN-584019 - 6 Silkw...
  *D25/510302 Report - Bushfire Assessment - 6 Silkwood Wal... 
  *D25/510290 Letter - Approval of Extensions - 6 Silkwood... 
  *D25/510283 Forms - Wastewater Management - 6 Silkwood Wa... 
  *D25/510304 Report - Biodiversity Offsets Scheme - 6 Silk... 
  *D25/510298 Plans - Site - 6 Silkwood Walk CALLALA BEACH... 
  *D25/510295 Plans - Notification - 6 Silkwood Walk CALLAL... 
  *D25/510281 Certificate - BASIX - 6 Silkwood Walk CALLAL... 
  *D25/510300 Report - Statement of Environmental Effects -... 
DA25/2348/3 Referrals - S Keeffe - PAN-584019 - 6 Silkwoo...
DA25/2348 S Keeffe - PAN-584019 - 6 Silkwood Walk CALLA...
DA25/2348/2 Notification / Submissions - S Keeffe - PAN-5...
DA25/2348/8 Connected Documents - S Keeffe - PAN-584019 -...
DA25/2348/6 Determination - S Keeffe - PAN-584019 - 6 Sil...
  *D25/551658 Notice of Determination - Approval - DA2025/2... 
  *D25/551627 Approved Plans - External - DA2025/2348 - 6 S... 
  *D25/551634 Approved Document - BASIX Certificate - DA202... 
DA25/2348/5 Inspections - S Keeffe - PAN-584019 - 6 Silkw...
DA25/2348/7 Post Determination - S Keeffe - PAN-584019 - ...
DA25/2348/4 Assessment - S Keeffe - PAN-584019 - 6 Silkwo...",Not required
DA25/2350,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736721&propkey=96782, Construction of a two storey dwelling house, 27/10/2025,Approved on 25/11/2025,Development Application,"43A Boorawine Tce, CALLALA BAY",Clarendon Homes NSW Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Development Application Received|2025-10-23||2025-10-23|Past']",$3274.16,"DA25/2350/2 Notification / Submissions - Clarendon Homes ...
DA25/2350/1 Application - Clarendon Homes (NSW) Pty Ltd -...
  *D25/510173 Plans - Landscape - 43A Boorawine Terrace CAL... 
  *D25/510157 Certificate - NatHERS - 43A Boorawine Terrac... 
  *D25/510174 Plans - Schedule of External Colours - 43A Bo... 
  *D25/510161 Forms - Waste Management - 43A Boorawine Ter... 
  *D25/510156 Certificate - BASIX - 43A Boorawine Terrace ... 
  *D25/510176 Report - Biodiversity Offset Scheme - 43A Boo... 
  *D25/510177 Report - Statement of Environmental Effects -... 
  *D25/510170 Plans - Notification - 43A Boorawine Terrace... 
  *D25/510169 SUPERSEDED Plans - Site - 43A Boorawine Terr... 
DA25/2350/3 Referrals - Clarendon Homes (NSW) Pty Ltd - P...
DA25/2350 Clarendon Homes (NSW) Pty Ltd - PAN-584071 - ...
DA25/2350/6 Determination - Clarendon Homes (NSW) Pty Ltd...
  + D25/588760 Water Development Notice - DA25 2350 - N1 
  *D25/552856 Notice of Determination - Two Storey Dwelling... 
  *D25/552831 Approved Plans - 43a Boorawine Tce Callala Ba... 
DA25/2350/7 Post Determination - Clarendon Homes (NSW) Pt...
DA25/2350/5 Inspections - Clarendon Homes (NSW) Pty Ltd -...
DA25/2350/8 Connected Documents - Clarendon Homes (NSW) P...
DA25/2350/4 Assessment - Clarendon Homes (NSW) Pty Ltd - ...",Not required
DA25/2352,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736738&propkey=20039, Demolition of existing garage and construction of a shed, 27/10/2025,UnderAss,Development Application,"28 Wolseley St, MILTON",Garsh Developments Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '23/10/2025|Development Application Received|2025-10-23||2025-10-23|Past']",$836,"DA25/2352 Garsh Developments Pty Ltd - PAN-584127 - 28 ...
DA25/2352/5 Inspections - Garsh Developments Pty Ltd - PA...
DA25/2352/3 Referrals - Garsh Developments Pty Ltd - PAN-...
DA25/2352/2 Notification / Submissions - Garsh Developmen...
DA25/2352/4 Assessment - Garsh Developments Pty Ltd - PAN...
DA25/2352/1 Application - Garsh Developments Pty Ltd - PA...
  *D25/510086 Forms - Waste Management - V2 - Uploaded 27/1... 
  *D25/510104 Report - Biodiversity Offsets Scheme - 28 Wol... 
  *D25/510102 Report - Statement of Environmental Effects -... 
  *D25/510095 Plans - Site - 28 Wolseley Street MILTON NSW... 
  *D25/510097 Plans - Notification - 28 Wolseley Street MIL... 
DA25/2352/6 Determination - Garsh Developments Pty Ltd - ...
DA25/2352/7 Post Determination - Garsh Developments Pty L...
DA25/2352/8 Connected Documents - Garsh Developments Pty ...",Not required
DA25/2314,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736257&propkey=37670, Continued use as a group home (permanent), 28/10/2025,Approved on 11/12/2025,Development Application,"197 Kinghorne St, NOWRA",The Trustee for Thirdi Buller Street Disability Housing Trust,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '17/10/2025|Development Application Received|2025-10-17||2025-10-17|Past']",$854,"DA25/2314 The Trustee for Thirdi Buller Street Disabili...
DA25/2314/6 Determination - The Trustee for Thirdi Buller...
  + D25/545480 Water Development Notice - DA25 2314 - N1 
  *D25/578120 DA2025 2314 Notice of Determination - Continu... 
DA25/2314/2 Notification / Submissions - The Trustee for ...
  *D25/529888 Submission - Ms Lesley Crump - PUBLIC - Submi... 
  *D25/546057 Submission - Attachment - Cato, Sally Patrici... 
  *D25/546182 Submission - Cato, Sally Patricia - PUBLIC - ... 
DA25/2314/3 Referrals - The Trustee for Thirdi Buller Str...
DA25/2314/7 Post Determination - The Trustee for Thirdi B...
DA25/2314/4 Assessment - The Trustee for Thirdi Buller St...
DA25/2314/5 Inspections - The Trustee for Thirdi Buller S...
DA25/2314/1 Application - The Trustee for Thirdi Buller S...
  *D25/512494 Report - Access - V2 - Uploaded 23/10/25 - 19... 
  *D25/512496 Report - Operation Management Plan - 197 King... 
  *D25/512492 Report - Category 1 Fire Safety Provisions -... 
  *D25/512489 Plans - Notification Plan - 197 Kinghorne Str... 
  *D25/512493 Report - Statement of Environmental Effects -... 
DA25/2314/8 Connected Documents - The Trustee for Thirdi ...",Not required
DA25/2364,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736891&propkey=27764, Swimming pool and spa, 28/10/2025,Approved on 15/12/2025,Development Application,"62 Lackersteen St, CALLALA BAY",Danfi Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '27/10/2025|Development Application Received|2025-10-27||2025-10-27|Past']",$1064.32,"DA25/2364 Danfi Pty Ltd - PAN-584842 - 62 Lackersteen S...
DA25/2364/4 Assessment - Danfi Pty Ltd - PAN-584842 - 62 ...
DA25/2364/6 Determination - Danfi Pty Ltd - PAN-584842 - ...
  *D25/586622 Notice of Determination - Approval - DA2025/2... 
  *D25/586616 Approved Document - BASIX Certificate - DA202... 
  *D25/586618 Approved Document - Arboriculture Assessment ... 
  *D25/586620 Approved Plans - DA2025/2364 - 62 Lackersteen... 
DA25/2364/1 Application - Danfi Pty Ltd - PAN-584842 - 62...
  *D25/512660 Report - Pool Specifications - 62 Lackersteen... 
  *D25/512659 Report - Biodiversity Offset Scheme - 62 Lack... 
  *D25/512656 Report - Aboriginal Heritage Information Mana... 
  *D25/512657 Report - Statement Of Environmental Effects ... 
  *D25/512653 Plans - Site - 62 Lackersteen Street CALLALA ... 
  *D25/512652 Letter - Variation Statement - 62 Lackersteen... 
  *D25/512648 Forms - Waste Management - V2- Uploaded 28/10... 
DA25/2364/3 Referrals - Danfi Pty Ltd - PAN-584842 - 62 L...
DA25/2364/2 Notification / Submissions - Danfi Pty Ltd - ...
DA25/2364/5 Inspections - Danfi Pty Ltd - PAN-584842 - 62...
DA25/2364/7 Post Determination - Danfi Pty Ltd - PAN-5848...
DA25/2364/8 Connected Documents - Danfi Pty Ltd - PAN-584...",Not required
DA25/2325,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736462&propkey=109580, Construction of a roundabout, 29/10/2025,UnderAss,Development Application,"Canal St East, CULBURRA BEACH
Canal St East, CULBURRA BEACH
Culburra Rd, CULBURRA BEACH
Prince Edward Av, CULBURRA BEACH
Prince Edward Av, CULBURRA BEACH
West Cr, CULBURRA BEACH",Allen Price Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '21/10/2025|Development Application Received|2025-10-21||2025-10-21|Past']",$2970.76,"DA25/2325/1 Application - Allen Price Pty Ltd - PAN-58311...
  *D25/515138 Forms - Waste Management - Canal Street East... 
  *D25/515164 Report - Aboriginal Cultural Heritage - Canal... 
  *D25/515158 Plans - Site - Canal Street East CULBURRA BEA... 
  *D25/515165 Report - Arborist - Canal Street East CULBUR... 
  *D25/515167 Report - Statement of Environmental Effects -... 
  *D25/515157 Plans - Civil Engineering - Canal Street East... 
  *D25/515163 Report - Biodiversity Offset Scheme - Canal S... 
DA25/2325 Allen Price Pty Ltd - PAN-583110 - Canal Stre...
DA25/2325/2 Notification / Submissions - Allen Price Pty ...
DA25/2325/3 Referrals - Allen Price Pty Ltd - PAN-583110 ...
  *D25/591743 Internal Referral - Property - DA2025/2325 - ... 
  *D25/596352 Referral response - Endeavour Energy - Approv... 
DA25/2325/4 Assessment - Allen Price Pty Ltd - PAN-583110...
DA25/2325/5 Inspections - Allen Price Pty Ltd - PAN-58311...
DA25/2325/6 Determination - Allen Price Pty Ltd - PAN-583...
DA25/2325/7 Post Determination - Allen Price Pty Ltd - PA...
DA25/2325/8 Connected Documents - Allen Price Pty Ltd - P...",This application is on exhibition - Lodge a submission - (Submissions Close: 21/01/2026 11:59:00 PM)
DA25/2355,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736812&propkey=1002700, Dual occupancy (attached), 29/10/2025,AwaitInfo,Development Application,"15 Wendy Pl, SOUTH NOWRA",MDTD Pty Ltd,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '24/10/2025|Development Application Received|2025-10-24||2025-10-24|Past']",$3277.44,"DA25/2355/3 Referrals - MDTD Pty Ltd - PAN-584415 - 15 We...
  *D25/521228 Internal Referral - Building Surveyor - DA202... 
  *D25/521229 Internal Referral - Water Asset Planning & De... 
  *D25/521237 Internal Referral - GIS Unit House Numbering ... 
  *D25/521240 Internal Referral - Development Engineer - DA... 
DA25/2355 MDTD Pty Ltd - PAN-584415 - 15 Wendy Place SO...
DA25/2355/1 Application - MDTD Pty Ltd - PAN-584415 - 15 ...
  *D25/515031 Report - Biodiversity Development Assessment ... 
  *D25/515012 Plans - Schedule of Colours and Materials - 1... 
  *D25/515025 Report - Statement of Environmental Effects -... 
  *D25/515013 Plans - Erosion and Sediment Control - 15 We... 
  *D25/515011 Plans - Site - 15 Wendy Place SOUTH NOWRA NS... 
  *D25/515020 Plans - Notification - 15 Wendy Place SOUTH ... 
  *D25/515014 Plans - Sections - 15 Wendy Place SOUTH NOWRA... 
  *D25/515010 Plans - Landscape - 15 Wendy Place SOUTH NOWR... 
  *D25/515017 Plans - Elevations - 15 Wendy Place SOUTH NOW... 
  *D25/514999 Certificate - BASIX - 15 Wendy Place SOUTH N... 
  *D25/514997 Certificate - NatHERS Unit 2 - 15 Wendy Pla... 
  *D25/514998 Certificate - NatHERS Unit 1 - 15 Wendy Place... 
  *D25/515001 Certificate - NatHERS - 15 Wendy Place SOUTH... 
  *D25/515003 Forms - Waste Management - 15 Wendy Place SO... 
DA25/2355/2 Notification / Submissions - MDTD Pty Ltd - P...
DA25/2355/6 Determination - MDTD Pty Ltd - PAN-584415 - 1...
DA25/2355/4 Assessment - MDTD Pty Ltd - PAN-584415 - 15 W...
DA25/2355/8 Connected Documents - MDTD Pty Ltd - PAN-5844...
DA25/2355/7 Post Determination - MDTD Pty Ltd - PAN-58441...
DA25/2355/5 Inspections - MDTD Pty Ltd - PAN-584415 - 15 ...",Not required
DA25/2358,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736853&propkey=86718," Prospective use relating to enlargement works of the caretakers residence and prospective use of works relating to the stairs, storage and mezzanine level of the Industrial Premises", 29/10/2025,Approved on 18/12/2025,Development Application,"8 Snapper Rd, HUSKISSON",Daniel Stedman,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '24/10/2025|Development Application Received|2025-10-24||2025-10-24|Past']",$854,"DA25/2358 D Stedman - PAN-584553 - 8 Snapper Road HUSKI...
DA25/2358/2 Notification / Submissions - D Stedman - PAN-...
DA25/2358/5 Inspections - D Stedman - PAN-584553 - 8 Snap...
DA25/2358/3 Referrals - D Stedman - PAN-584553 - 8 Snappe...
DA25/2358/1 Application - D Stedman - PAN-584553 - 8 Snap...
  *D25/514328 Forms - Waste Management - 8 Snapper Road HU... 
  *D25/521444 Plans - Revised Notification Plans - 8 Snappe... 
  *D25/514323 Certificate - BASIX - 8 Snapper Road HUSKISS... 
  *D25/514336 Report - Statement of Environmental Effects -... 
DA25/2358/4 Assessment - D Stedman - PAN-584553 - 8 Snapp...
DA25/2358/6 Determination - D Stedman - PAN-584553 - 8 Sn...
  *D25/593385 Deferred Commencement Determination - Approva... 
  *D25/593629 Approved Archtectural Plans (External) - 8 Sn... 
DA25/2358/8 Connected Documents - D Stedman - PAN-584553 ...
DA25/2358/7 Post Determination - D Stedman - PAN-584553 -...",Not required
DA25/2363,https://www3.shoalhaven.nsw.gov.au/masterviewUI/modules/ApplicationMaster/default.aspx?page=wrapper&key=736888&propkey=40185, Demolition of Existing Garage and Construction of a New Garage, 29/10/2025,Approved on 04/12/2025,Development Application,"4 Morschel Av, NORTH NOWRA",Sharon Keeffe,"['Actioned|Description|Date Sent|Date Due|Date Rec.|Status', '27/10/2025|Development Application Received|2025-10-27||2025-10-27|Past']",$734,"DA25/2363/1 Application - S Keeffe - PAN-584827 - 4 Morsc...
  *D25/516220 Plans - Site - 4 Morschel Avenue NORTH NOWRA... 
  *D25/516213 Forms - Waste Management Plan - 4 Morschel Av... 
  *D25/516231 Report - Biodiversity Offset Scheme - 4 Morsc... 
  *D25/516227 Plans - Site Management - V2- Uploaded 28/10/... 
  *D25/516232 Report - Statement of Environmental Effects -... 
  *D25/516218 Letter - Notification - V4 - Uploaded 29/10/2... 
DA25/2363/7 Post Determination - S Keeffe - PAN-584827 - ...
DA25/2363/2 Notification / Submissions - S Keeffe - PAN-5...
DA25/2363/6 Determination - S Keeffe - PAN-584827 - 4 Mor...
  *D25/567143 Notice of Determination - 4 Morschel Avenue N... 
  *D25/567161 Approved - Plans - 4 Morschel Avenue NORTH NO... 
DA25/2363/4 Assessment - S Keeffe - PAN-584827 - 4 Morsch...
DA25/2363/8 Connected Documents - S Keeffe - PAN-584827 -...
DA25/2363/5 Inspections - S Keeffe - PAN-584827 - 4 Morsc...
DA25/2363/3 Referrals - S Keeffe - PAN-584827 - 4 Morsche...
DA25/2363 S Keeffe - PAN-584827 - 4 Morschel Avenue NOR...",Not required
